"id","inqno","fdate","remark","ndate","datetime","user_id"
"1759","1501","2021-03-02","We are in touch / they will give intimation before closing","2021-03-17","2021-03-02 00:00:00.000000","3048"
"1760","1535","2021-03-31","Tender yet to opened. ","2021-04-30","2021-03-31 00:00:00.000000","3044"
"1761","1536","2021-02-10","Under follow up , we are in touch","2021-03-17","2021-02-10 00:00:00.000000","3048"
"1762","1538","2021-01-29","Technical doc. need to submitted. In Mid feb. will be filnalized. ","2021-02-18","2021-01-29 00:00:00.000000","3033"
"1763","1540","2021-03-10","It will take time","2021-04-04","2021-03-10 00:00:00.000000","3048"
"1764","1543","2021-03-20","Due to small cut length we are enable to quote competitive price. ","2021-04-04","2021-03-20 00:00:00.000000","3044"
"1765","1546","2021-03-11","PO Received.","2021-03-26","2021-03-11 00:00:00.000000","3011"
"1766","1547","2021-02-19","Finally We have received the LOI from Endress for the same project.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1767","1550","2021-07-15","Revised enquiry received. ","2021-07-25","2021-07-15 00:00:00.000000","3053"
"1768","1583","2021-01-29","Rates on higher side . ","2021-02-28","2021-01-29 00:00:00.000000","3033"
"1769","1590","2021-02-10","We are in touch / they will give intimation before closing","2021-03-17","2021-02-10 00:00:00.000000","3048"
"1770","1595","2021-02-19","e-Auction was conducted by TATA on 10.02.21. We were not lowest. Hence we lost it.","2021-03-01","2021-02-19 00:00:00.000000","3011"
"1771","1597","2021-01-29","as per Ms. Jalpa, their management asked them not to participate in the tender.","2021-02-28","2021-01-29 00:00:00.000000","3054"
"1772","1602","2021-07-15","We have submitted our best rates.","2021-08-14","2021-07-15 00:00:00.000000","3044"
"1773","1608","2021-05-26","Budgetary offer, they will let us know about tender opening.","2021-06-25","2021-05-26 00:00:00.000000","3044"
"1774","1616","2021-02-10","Under follow up","2021-03-07","2021-02-10 00:00:00.000000","3048"
"1775","1630","2021-01-30","Not finalized yet, We are in touch.","2021-03-11","2021-01-30 00:00:00.000000","3048"
"1776","1631","2021-02-10","they have sent additional items , we are in touch.","2021-03-02","2021-02-10 00:00:00.000000","3048"
"1777","1634","2021-02-19","e-Auction was conducted by TATA on 15.02.21. We were not lowest. Hence we lost it.","2021-03-06","2021-02-19 00:00:00.000000","3011"
"1778","1639","2021-07-21","They have used Excess cable available at other sites for this project. ","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1779","1660","2021-03-19","Yet to finalized. ","2021-04-03","2021-03-19 00:00:00.000000","3033"
"1780","1663","2021-03-23","We are in touch / they will give intimation before closing","2021-04-07","2021-03-23 00:00:00.000000","3048"
"1781","1664","2021-02-10","Under follow up","2021-02-20","2021-02-10 00:00:00.000000","3048"
"1782","1667","2021-03-02","Under follow up","2021-03-12","2021-03-02 00:00:00.000000","3048"
"1783","1670","2021-04-27","Undetr follow up / It will take time","2021-05-17","2021-04-27 00:00:00.000000","3048"
"1784","1677","2021-03-01","We have submitted our most competitve offer.","0000-00-00","2021-03-01 00:00:00.000000","3044"
"1785","1678","2021-05-13","They will conduct again auction , they will intimate us.","2021-06-12","2021-05-13 00:00:00.000000","3044"
"1786","1688","2021-02-23","We have submitted final rates their response is awaited. ","2021-03-10","2021-02-23 00:00:00.000000","3033"
"1787","1701","2021-07-21","They will provide us final BOQ.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1788","1706","2021-03-11","Revised offer has submitted. Approval is required from EIL/HRRL.","2021-03-26","2021-03-11 00:00:00.000000","3011"
"1789","1716","2021-03-11","Under follow up we are in touh","2021-03-26","2021-03-11 00:00:00.000000","3048"
"1790","1718","2021-05-13","We have submitted FOB rates up to JNPT Port.","2021-06-07","2021-05-13 00:00:00.000000","3044"
"1791","1720","2021-03-23","We have submitted revised offer / Under follow up","2021-04-07","2021-03-23 00:00:00.000000","3048"
"1792","1725","2021-05-26","Budgetary offer, they will let us know about tender opening.","2021-06-25","2021-05-26 00:00:00.000000","3044"
"1793","1726","2021-02-09","offer submitted, technical evaluation is going on, under follow-up","2021-03-11","2021-02-09 00:00:00.000000","3044"
"1794","1729","2021-02-09","As per Ms. Sharmila, our price was very high, revised rates were sent. ","2021-03-11","2021-02-09 00:00:00.000000","3044"
"1795","1739","2021-04-21","Under follow up","2021-05-11","2021-04-21 00:00:00.000000","3048"
"1796","1742","2021-03-02","Yet not finalized","2021-03-12","2021-03-02 00:00:00.000000","3048"
"1797","1758","2021-03-17","Under follw up, they will update us","2021-04-11","2021-03-17 00:00:00.000000","3048"
"1798","1760","2021-02-09"," Mr. Avnish required our PGCIL approval, so have sent him the same with type test reports. Under follow-up","2021-03-11","2021-02-09 00:00:00.000000","3048"
"1799","1761","2021-01-29","offer submitted, other documents like MFA, gtp/qap/ need to submit","2021-02-28","2021-01-29 00:00:00.000000","3044"
"1800","1763","2021-03-10","It will take time","2021-04-04","2021-03-10 00:00:00.000000","3048"
"1801","1764","2021-02-10","Under negotitation final offer sent to them with 4 days validity. ","2021-02-15","2021-02-10 00:00:00.000000","3048"
"1802","1765","2021-03-10","It will take time","2021-04-24","2021-03-10 00:00:00.000000","3048"
"1803","1774","2021-03-02","As discussed, they required open credit. Under follow up","2021-03-17","2021-03-02 00:00:00.000000","3048"
"1804","1785","2021-05-22","We have submitted technical datasheet and we are waiting for the technical approval.","2021-06-21","2021-05-22 00:00:00.000000","3044"
"1805","1789","2021-03-02","Under follow up / we are in touch","2021-03-27","2021-03-02 00:00:00.000000","3048"
"1806","1793","2021-02-09","offer submitted, technical evaluation is going on, under follow-up","2021-03-01","2021-02-09 00:00:00.000000","3044"
"1807","1795","2021-03-02","Under follow up / yet not finalized","2021-03-22","2021-03-02 00:00:00.000000","3048"
"1808","1805","2021-07-15","Under follow up. ","0000-00-00","2021-07-15 00:00:00.000000","3011"
"1809","1806","2021-03-02","Under follow up / yet not finalized","2021-03-17","2021-03-02 00:00:00.000000","3048"
"1810","1809","2021-07-21","We have submitted our rates.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1811","1811","2021-03-31","under follow up. ","2021-04-10","2021-03-31 00:00:00.000000","3053"
"1812","1813","2021-07-21","They are waiting for the ADANi clearnece.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1813","1817","2021-02-17","Our rates were higher side.","2021-02-27","2021-02-17 00:00:00.000000","3044"
"1814","1818","2021-03-06","We have received the RFQ from Pratibha Engg. It is under follow-up by Parth.","2021-04-05","2021-03-06 00:00:00.000000","3011"
"1815","1819","2021-03-02","Under follow up","2021-04-01","2021-03-02 00:00:00.000000","3048"
"1816","1821","2021-03-06","Not yet finalize. Still It is under technical review.","2021-04-05","2021-03-06 00:00:00.000000","3011"
"1817","1822","2021-07-21","Technical evaluation is under process. ","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1818","1832","2021-03-10","Under follow up","2021-04-04","2021-03-10 00:00:00.000000","3048"
"1819","1833","2021-03-02","Under followup","2021-04-06","2021-03-02 00:00:00.000000","3048"
"1820","1834","2021-03-31","Offer submitted, under follow up. ","2021-04-15","2021-03-31 00:00:00.000000","3053"
"1821","1838","2021-07-20","Order is yet to finalize. ","2021-08-19","2021-07-20 00:00:00.000000","3033"
"1822","1842","2021-04-09","Not yet finalize. Revised offer to be submitted.","2021-05-09","2021-04-09 00:00:00.000000","3011"
"1823","1858","2021-03-10","Under follow up","2021-03-25","2021-03-10 00:00:00.000000","3048"
"1824","1881","2021-03-10","Under follow up, it will take time","2021-04-04","2021-03-10 00:00:00.000000","3048"
"1825","1890","2021-03-31","Yet to finalized.","2021-04-10","2021-03-31 00:00:00.000000","3053"
"1826","1908","2021-03-10","It will take time","2021-04-14","2021-03-10 00:00:00.000000","3048"
"1827","1911","2021-03-16","As discussed it will take time and they will update us about project.","2021-04-10","2021-03-16 00:00:00.000000","3048"
"1828","1912","2021-07-21","It is in under follow up, they will provide us revised BOQ.After receiving confirmation from the ONGC.","2021-08-10","2021-07-21 00:00:00.000000","3044"
"1829","1926","2021-05-27","On hold due to due to pendamic , they will inform us at ti,e of finalization","2021-06-26","2021-05-27 00:00:00.000000","3048"
"1830","1927","2021-04-05","Under follow up. ","2021-04-15","2021-04-05 00:00:00.000000","3053"
"1831","1930","2021-05-14","WE have submiited the offer and they shall close it within 2-3 months. It is under follow up.","2021-06-13","2021-05-14 00:00:00.000000","3053"
"1832","1961","2021-07-21","They will start procurement in month of August","2021-08-10","2021-07-21 00:00:00.000000","3044"
"1833","1963","2021-07-21","They will start procurement in month of August.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1834","1972","2021-05-14","We shall receive an order from Basis TECHNO Aasam. ","2021-06-28","2021-05-14 00:00:00.000000","3044"
"1835","1973","2021-04-09","Closed at 51 Lacs with CORDS.","2021-04-19","2021-04-09 00:00:00.000000","3011"
"1836","1976","2021-04-06","Under follow up","2021-04-26","2021-04-06 00:00:00.000000","3048"
"1837","1981","2021-05-03","This tender is under technical evaluation.","2021-06-07","2021-05-03 00:00:00.000000","3044"
"1838","1987","2021-07-21","as discussed , the project is on hold / they will update us and share final BOQ","2021-08-10","2021-07-21 00:00:00.000000","3048"
"1839","1993","2021-05-14","They will start in May. ","2021-06-08","2021-05-14 00:00:00.000000","3044"
"1840","2021","2021-05-14","Offer has been submitted and it is under follow up.","2021-06-13","2021-05-14 00:00:00.000000","3053"
"1841","2033","2021-04-20","No resposne from contractor, as discussed with Mr. Rajesh tiwari , they will float fresh requirement and do finalization.","2021-05-10","2021-04-20 00:00:00.000000","3048"
"1842","2048","2021-05-27","Under follow up / Project is on hold due to lockdown , they will update us.","2021-07-01","2021-05-27 00:00:00.000000","3048"
"1843","2055","2021-03-31","under follow up , as discussed our rates are on higher side","2021-04-20","2021-03-31 00:00:00.000000","3048"
"1844","2056","2021-03-20","AST's Target Package Value of Rs.2.15 Cr.(basic)","2021-04-04","2021-03-20 00:00:00.000000","3011"
"1845","2060","2021-03-19","Yet to finalized.","2021-04-03","2021-03-19 00:00:00.000000","3033"
"1846","2073","2021-03-31","Not getting reply, will make follow up. ","2021-04-10","2021-03-31 00:00:00.000000","3053"
"1847","2079","2021-05-01","Repeated enquiry for PGCIL Project. ","2021-06-15","2021-05-01 00:00:00.000000","3033"
"1848","2124","2021-04-23","No resposne from client, under follow up","2021-05-08","2021-04-23 00:00:00.000000","3048"
"1849","2135","2021-04-06","It will take time / Under follow up.","2021-04-26","2021-04-06 00:00:00.000000","3048"
"1850","2136","2021-05-01","e-auction will be held as confirmed by Client. ","2021-05-31","2021-05-01 00:00:00.000000","3011"
"1851","2151","2021-07-19","Kalpataru has lost it. Tecnimont has got it.","2021-08-18","2021-07-19 00:00:00.000000","3011"
"1852","2174","2021-04-03","We have submitted offer will get an order. ","2021-04-13","2021-04-03 00:00:00.000000","3011"
"1853","2178","2021-05-01","Under follow up, we have got the order confirmation too. ","2021-05-16","2021-05-01 00:00:00.000000","3053"
"1854","2183","2021-04-14","Project kept opn hold due to some payment milestones. ","2021-05-29","2021-04-14 00:00:00.000000","3033"
"1855","2191","2021-04-20","Under followup","2021-05-25","2021-04-20 00:00:00.000000","3048"
"1856","2199","2021-05-01","Technical  query raised by the. WILL TAKE TIME. ","2021-06-15","2021-05-01 00:00:00.000000","3033"
"1857","2216","2021-05-29","Our offer is under technical evaluation and it shall take time to be finalised.","2021-06-28","2021-05-29 00:00:00.000000","3053"
"1858","2221","2021-07-21","Under follow up ","2021-07-31","2021-07-21 00:00:00.000000","3048"
"1859","2222","2021-03-31","Under follow up. ","2021-04-07","2021-03-31 00:00:00.000000","3033"
"1860","2232","2021-04-27","Under Follow up ","2021-05-17","2021-04-27 00:00:00.000000","3048"
"1861","2237","2021-07-19","Still Tender is not open. Call next week.","2021-08-03","2021-07-19 00:00:00.000000","3011"
"1862","2239","2021-07-19","Still Tender is not open. Call next week.","2021-08-03","2021-07-19 00:00:00.000000","3011"
"1863","2257","2021-07-19","Lost it on high rates.","0000-00-00","2021-07-19 00:00:00.000000","3011"
"1864","2259","2021-07-19","Lost it due to approval problem.","2021-08-03","2021-07-19 00:00:00.000000","3011"
"1865","2265","2021-04-22","Our price were little bit higher side.","0000-00-00","2021-04-22 00:00:00.000000","3044"
"1866","2272","2021-04-14","We have submitted offer will taek 6 months. ","2021-07-13","2021-04-14 00:00:00.000000","3033"
"1867","2274","2021-04-14","\","0000-00-00","2021-04-14 00:00:00.000000","3053"
